"","workerid","rt","statements","weight","pronoun","question","profession","correctResponse","response","slide_number_in_experiment","language","enjoyment","gender","age","problems","comments","asses","fairprice","education","OS","screenH","screenW","Browser","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","workerid.1","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.condition","Answer.time_in_minutes","Answer.catch_trials"
"340",10,5222,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,"She","Did the student ask for a glass of water?","student","Yes","[3885, 668, 1020, 1121, u'Yes']",13,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"341",10,5581,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,"He","Did the carpenter make eye contact with passersby?","carpenter","No","[3890, 471, 1085, 1369, u'No']",14,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"342",10,8335,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,"She","Did the midwife read the newspaper only once a week?","midwife","No","[4860, 608, 1107, 2522, u'No']",15,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"343",10,8278,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,"She","Did anyone in the squad like the paratrooper?","paratrooper","No","[5887, 580, 2762, 2273, u'No']",16,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"344",10,6037,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,"She","Was the electrician mending a stereo?","electrician","No","[4684, 769, 903, 1547, u'No']",17,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"345",10,7943,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,"He","Had the fortune teller joined the circus as a teenager?","fortune teller","No","[4521, 533, 1363, 2810, u'No']",18,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"346",10,6015,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,"She","Was the butcher happy?","butcher","No","[5954, 613, 1020, 2194, u'No']",19,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"347",10,8975,"[u'The plumber stopped by the diner on the way home from work.', u' ordered the special: catfish sandwich and fries.']",1.83,"He","Was the special a catfish sandwhich?","plumber","Yes","[5881, 496, 1851, 1509, u'Yes']",20,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"348",10,7536,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,"He","Did the baby sitter react poorly to the practical joke?","baby sitter","Yes","[5109, 704, 1497, 2053, u'Yes']",21,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"349",10,5952,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,"He","Had the football player injured an ankle?","football player","Yes","[5368, 508, 1399, 1546, u'Yes']",22,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"350",10,8548,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,"She","Does the art historian ever speak outside of the New England area?","art historian","No","[3691, 556, 1693, 1746, u'Yes']",23,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"351",10,5911,"[u'The psychologist liked to visit the zoo.', u' found watching the animals to be a perfect way to relax after work.']",5.73,"She","Did the psychologist like to visit the zoo after work?","psychologist","Yes","[6506, 541, 1102, 1929, u'Yes']",24,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"352",10,6943,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,"He","Did the interpreter put the documents in the trash?","interpreter","No","[4211, 839, 1898, 1455, u'No']",25,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"353",10,5470,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,"He","Did the dental assistant encourage avoiding sugary snacks?","dental assistant","Yes","[4027, 561, 891, 1405, u'Yes']",26,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"354",10,6800,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,"She","Did the housekeeper always show up for work on time?","housekeeper","No","[3962, 729, 1330, 1508, u'No']",27,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"355",10,7599,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,"He","Did the bank clerk know just about everyone in the town?","bank clerk","Yes","[4847, 664, 2279, 2092, u'Yes']",28,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"356",10,5638,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,"She","Was the farmer concerned there wouldn&quotechart be enough rain?","farmer","Yes","[4537, 504, 1070, 1899, u'Yes']",29,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"357",10,7223,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,"He","Was the swimmer at a press conference?","swimmer","Yes","[4351, 663, 1745, 2199, u'Yes']",30,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"358",10,6000,"[u'The pilot announced the time and the weather.', u' indicated that the plane would be landing a little ahead of schedule.']",2.07,"He","Was the plane going to arrive late?","pilot","No","[4924, 458, 1471, 2001, u'No']",31,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"359",10,6419,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,"He","Was the cleaner mixing a cleaning solution?","cleaner","Yes","[4008, 462, 2692, 1056, u'Yes']",32,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"360",10,7775,"[u'The pediatrician gave out free gift bags to every appointment.', u' included in each gift bag the child&quotechars favorite candy.']",5.43,"She","Did the pediatrician give out free gift bags to only some appointments?","pediatrician","No","[3281, 485, 1558, 2370, u'No']",33,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"361",10,9175,"[u'The secretary distributed an urgent memo.', u' made is clear that work would continue as normal.']",9.7,"She","Was the memo the secretary distributed urgent?","secretary","Yes","[5520, 483, 928, 2209, u'Yes']",34,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"362",10,7094,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,"He","Did the astrologer receive a package in the mail?","astrologer","No","[7738, 489, 2366, 936, u'No']",35,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"363",10,6354,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,"She","Was the interior designer inspecting the garden?","interior designer","No","[4368, 561, 1607, 953, u'No']",36,"English",1,"Female",35,"no","no","Yes","could be higher, took me about 5 minutes so  $0.50 would be more fair",3,"Linux",864,1536,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3L70J4KAZHOKUYOW5ZN5W0LPNLEAD2",1,"Approved","Thu May 18 14:05:27 PDT 2017","Thu May 18 13:53:05 PDT 2017","Thu May 18 14:00:27 PDT 2017","Thu May 18 14:05:55 PDT 2017",NA,NA,NA,NA,"undefined",7.31506666666667,"[]"
"364",11,7823,"[u'The novelist went to a coffee shop to write.', u' procrastinated for an hour before writing half a chapter.']",NA,"He","Did the novelist complete a whole chapter?","novelist","No","[u'Yes']",3,"English",0,"Male",26,"","","Yes","50",1,"Windows",768,1366,"Chrome","3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3N0UI6O13VFNAUA727RQIV42IR5QQ0","Language study","Answer questions about different professions. Quick and fun.","language research stanford fun cognitive science university experiment","$0.40","Thu May 18 13:52:40 PDT 2017",9,0,0,9,"Reviewable","NotReviewed","1 cond",1800,300,"Sat May 20 13:52:40 PDT 2017","https://requester.mturk.com/mturk/manageHIT?HITId=3GKAWYFRAQVOVIX44G00XCE0LRCDPF","3SKEMFQBZ47EPG1R0IPE4MAKH6D8KB",2,"Approved","Thu May 18 14:06:22 PDT 2017","Thu May 18 13:57:17 PDT 2017","Thu May 18 14:01:22 PDT 2017","Thu May 18 14:06:55 PDT 2017",NA,NA,NA,NA,"undefined",3.46066666666667,"[]"
